* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 09-24-2018
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 09-24-2018
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 09-24-2018
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 09-24-2018
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 09-24-2018
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 09-24-2018
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 09-24-2018
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 09-24-2018
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 09-24-2018
* Calibration ROI is expired  = No
* Calibration ROI performed on = 09-24-2018
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 09-24-2018
* Chemistry = SYBR_GREEN
* Date Created = 2019-07-09 09:15:11 AM CDT
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = D:\Power Up SYBR_16.eds
* Experiment Name = Power_UP_SYBR
* Experiment Run End Time = 2019-07-08 16:11:13 PM CDT
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage where Melt Analysis is performed = Stage3
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	CQCONF	EXPFAIL	HIGHSD	DRNMIN	NOAMP	THOLDFAIL	Tm1	Tm2	Tm3	Tm4
77	G5	false	MR025	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										true	0.040	true	3	39	No Amp		0.000	Y	Y	N	N	Y	Y				
77	G5	false	MR025	D	UNKNOWN	FAM	NFQ-MGB	25.695	25.707	0.017								true	0.241	true	3	20	Amp		0.985	N	N	N	N	N	N				
78	G6	false	MR026	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										true	0.040	true	3	39	No Amp		0.000	Y	Y	N	N	Y	Y				
78	G6	false	MR026	D	UNKNOWN	FAM	NFQ-MGB	27.095	27.086	0.013								true	0.241	true	3	22	Amp		0.981	N	N	N	N	N	N				
79	G7	false	MR027	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										true	0.040	true	3	39	No Amp		0.000	Y	Y	N	N	Y	Y				
79	G7	false	MR027	D	UNKNOWN	FAM	NFQ-MGB	25.142	25.288	0.206								true	0.241	true	3	19	Amp		0.985	N	N	N	N	N	N				
80	G8	false	MR028	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										true	0.040	true	3	39	No Amp		0.000	Y	Y	N	N	Y	Y				
80	G8	false	MR028	D	UNKNOWN	FAM	NFQ-MGB	26.809	26.829	0.029								true	0.241	true	3	21	Amp		0.983	N	N	N	N	N	N				
81	G9	false	MR029	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										true	0.040	true	3	39	No Amp		0.000	Y	Y	N	N	N	Y				
81	G9	false	MR029	D	UNKNOWN	FAM	NFQ-MGB	25.774	25.855	0.115								true	0.241	true	3	20	Amp		0.986	N	N	N	N	N	N				
82	G10	false	MR030	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										true	0.040	true	3	39	No Amp		0.000	Y	Y	N	N	N	Y				
82	G10	false	MR030	D	UNKNOWN	FAM	NFQ-MGB	27.930	27.882	0.068								true	0.241	true	3	22	Amp		0.985	N	N	N	N	N	N				
83	G11	false	ABCD+CONTROL	C	UNKNOWN	VIC	NFQ-MGB	26.957	27.478	0.737								true	0.040	true	3	23	Amp		0.929	N	N	Y	N	N	Y				
83	G11	false	ABCD+CONTROL	D	UNKNOWN	FAM	NFQ-MGB	27.064	27.336	0.386								true	0.241	true	3	21	Amp		0.977	N	N	N	N	N	N				
84	G12	false	NTC	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										true	0.040	true	3	39	No Amp		0.000	Y	Y	N	N	Y	Y				
84	G12	false	NTC	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										true	0.241	true	3	39	No Amp		0.000	Y	Y	N	N	Y	N				
85	H1	false	MRO21	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										true	0.040	true	3	39	No Amp		0.000	Y	Y	N	N	Y	Y				
85	H1	false	MRO21	D	UNKNOWN	FAM	NFQ-MGB	27.877	27.741	0.193								true	0.241	true	3	23	Amp		0.979	N	N	N	N	N	N				
