* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 09-24-2018
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 09-24-2018
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 09-24-2018
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 09-24-2018
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 09-24-2018
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 09-24-2018
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 09-24-2018
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 09-24-2018
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 09-24-2018
* Calibration ROI is expired  = No
* Calibration ROI performed on = 09-24-2018
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 09-24-2018
* Chemistry = SYBR_GREEN
* Date Created = 2019-07-23 12:25:18 PM CDT
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = C:\Users\Katie\Documents\Shedd Aquarium Coral Research Fellowship\Sandy_Mermaid\Data\qPCR\20190624_KP_01.eds
* Experiment Name = Power_UP_SYBR
* Experiment Run End Time = 2019-06-24 11:31:42 AM CDT
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage where Melt Analysis is performed = Stage3
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	CQCONF	EXPFAIL	HIGHSD	NOAMP	CTFAIL	Tm1	Tm2	Tm3	Tm4
81	G9	false	MR001	D	UNKNOWN	FAM	NFQ-MGB	22.515	22.532	0.024								false	0.010	true	3	20	Amp		0.508	Y	N	N	N	N				
82	G10	false	MR002	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
82	G10	false	MR002	D	UNKNOWN	FAM	NFQ-MGB	25.214	25.244	0.043								false	0.010	true	3	24	Amp		0.619	Y	N	N	N	N				
83	G11	false	PTC	C	UNKNOWN	VIC	NFQ-MGB	31.073	30.541	0.752								false	0.010	true	3	30	Amp		0.745	Y	N	Y	N	N				
83	G11	false	PTC	D	UNKNOWN	FAM	NFQ-MGB	28.067	28.208	0.199								false	0.010	true	3	26	Amp		0.648	Y	N	N	N	N				
84	G12	false	NTC	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N				
84	G12	false	NTC	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N				
85	H1	false	SC002	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N				
85	H1	false	SC002	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	12	No Amp		0.000	Y	N	N	N	N				
86	H2	false	SC008	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N				
86	H2	false	SC008	D	UNKNOWN	FAM	NFQ-MGB	26.161	26.315	0.219								false	0.010	true	3	25	Amp		0.509	Y	N	N	N	N				
87	H3	false	SC009	C	UNKNOWN	VIC	NFQ-MGB	23.114	23.257	0.202								false	0.010	true	3	21	Amp		0.810	N	N	N	N	N				
87	H3	false	SC009	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N				
88	H4	false	SC029	C	UNKNOWN	VIC	NFQ-MGB	25.061	25.332	0.383								false	0.010	true	3	24	Amp		0.803	N	N	N	N	N				
88	H4	false	SC029	D	UNKNOWN	FAM	NFQ-MGB	24.602	24.782	0.255								false	0.010	true	3	24	Amp		0.565	Y	N	N	N	N				
89	H5	false	SC004	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N				
89	H5	false	SC004	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N				
90	H6	false	SC005	C	UNKNOWN	VIC	NFQ-MGB	30.697	30.727	0.043								false	0.010	true	3	29	Amp		0.773	Y	N	N	N	N				
90	H6	false	SC005	D	UNKNOWN	FAM	NFQ-MGB	22.829	22.957	0.180								false	0.010	true	3	22	Amp		0.604	Y	N	N	N	N				
91	H7	false	SC010	C	UNKNOWN	VIC	NFQ-MGB	27.607	27.517	0.128								false	0.010	true	3	26	Amp		0.796	Y	N	N	N	N				
91	H7	false	SC010	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N				
92	H8	false	SC013	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
92	H8	false	SC013	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N				
93	H9	false	MR001	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
93	H9	false	MR001	D	UNKNOWN	FAM	NFQ-MGB	22.549	22.532	0.024								false	0.010	true	3	21	Amp		0.511	Y	N	N	N	N				
94	H10	false	MR002	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N				
94	H10	false	MR002	D	UNKNOWN	FAM	NFQ-MGB	25.274	25.244	0.043								false	0.010	true	3	24	Amp		0.616	Y	N	N	N	N				
95	H11	false	PTC	C	UNKNOWN	VIC	NFQ-MGB	30.009	30.541	0.752								false	0.010	true	3	29	Amp		0.788	Y	N	Y	N	N				
95	H11	false	PTC	D	UNKNOWN	FAM	NFQ-MGB	28.349	28.208	0.199								false	0.010	true	3	27	Amp		0.740	Y	N	N	N	N				
96	H12	false	NTC	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N				
96	H12	false	NTC	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N				
