* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 09-24-2018
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 09-24-2018
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 09-24-2018
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 09-24-2018
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 09-24-2018
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 09-24-2018
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 09-24-2018
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 09-24-2018
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 09-24-2018
* Calibration ROI is expired  = No
* Calibration ROI performed on = 09-24-2018
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 09-24-2018
* Chemistry = SYBR_GREEN
* Date Created = 2019-06-07 14:47:41 PM CDT
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = D:\20190607_KP_01.eds
* Experiment Name = Power_UP_SYBR
* Experiment Run End Time = 2019-06-07 11:50:25 AM CDT
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage where Melt Analysis is performed = Stage3
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	CQCONF	EXPFAIL	HIGHSD	NOAMP	BADROX	Tm1	Tm2	Tm3	Tm4
70	F10	false	SC030	B	UNKNOWN	FAM	NFQ-MGB	Undetermined	37.016									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N				
71	F11	false	NEC3	B	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N				
72	F12	false	NTC	B	UNKNOWN	FAM	NFQ-MGB	Undetermined	36.890									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
73	G1	false	SC021	C	UNKNOWN	VIC	NFQ-MGB	35.799	35.799									false	0.010	true	3	34	Inconclusive		0.424	Y	N	N	N	N				
73	G1	false	SC021	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
74	G2	false	SC022	C	UNKNOWN	VIC	NFQ-MGB	29.759	29.759									false	0.010	true	3	29	Amp		0.670	Y	N	N	N	N				
74	G2	false	SC022	D	UNKNOWN	FAM	NFQ-MGB	24.916	24.916									false	0.010	true	3	23	Amp		0.924	N	N	N	N	N				
75	G3	false	SC023	C	UNKNOWN	VIC	NFQ-MGB	27.893	27.893									false	0.010	true	3	26	Amp		0.470	Y	N	N	N	N				
75	G3	false	SC023	D	UNKNOWN	FAM	NFQ-MGB	31.259	31.259									false	0.010	true	3	30	Amp		0.935	N	N	N	N	N				
76	G4	false	SC024	C	UNKNOWN	VIC	NFQ-MGB	28.235	28.235									false	0.010	true	3	27	Amp		0.585	Y	N	N	N	N				
76	G4	false	SC024	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N				
77	G5	false	SC025	C	UNKNOWN	VIC	NFQ-MGB	30.980	30.980									false	0.010	true	3	30	Amp		0.498	Y	N	N	N	N				
77	G5	false	SC025	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
78	G6	false	SC026	C	UNKNOWN	VIC	NFQ-MGB	31.682	31.682									false	0.010	true	3	30	Amp		0.476	Y	N	N	N	N				
78	G6	false	SC026	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
79	G7	false	SC027	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
79	G7	false	SC027	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
80	G8	false	SC028	C	UNKNOWN	VIC	NFQ-MGB	30.381	30.381									false	0.010	true	3	29	Amp		0.546	Y	N	N	N	N				
80	G8	false	SC028	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
81	G9	false	SC029	C	UNKNOWN	VIC	NFQ-MGB	32.692	32.692									false	0.010	true	3	31	Amp		0.436	Y	N	N	N	N				
81	G9	false	SC029	D	UNKNOWN	FAM	NFQ-MGB	28.243	28.243									false	0.010	true	3	27	Amp		0.767	Y	N	N	N	N				
82	G10	false	SC030	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
82	G10	false	SC030	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
83	G11	false	NEC3	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
83	G11	false	NEC3	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
84	G12	false	NTC	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	Inconclusive		0.000	Y	Y	N	N	N				
84	G12	false	NTC	D	UNKNOWN	FAM	NFQ-MGB	Undetermined	33.758									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
85	H1	false	SC021	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	35.799									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
85	H1	false	SC021	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
86	H2	false	SC022	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	29.759									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
86	H2	false	SC022	D	UNKNOWN	FAM	NFQ-MGB	Undetermined	24.916									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
87	H3	false	SC023	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	27.893									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
87	H3	false	SC023	D	UNKNOWN	FAM	NFQ-MGB	Undetermined	31.259									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
88	H4	false	SC024	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	28.235									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
88	H4	false	SC024	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
89	H5	false	SC025	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	30.980									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
89	H5	false	SC025	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
90	H6	false	SC026	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	31.682									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
90	H6	false	SC026	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
91	H7	false	SC027	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
91	H7	false	SC027	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
92	H8	false	SC028	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	30.381									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
92	H8	false	SC028	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
93	H9	false	SC029	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	32.692									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
93	H9	false	SC029	D	UNKNOWN	FAM	NFQ-MGB	Undetermined	28.243									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
94	H10	false	SC030	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
